PM2.5,PM10,CO,O3,NH3,AQI,AQI_Category
28.62,39.01,0.52,20.34,7.53,54.0,Moderate
40.62,55.44,0.64,24.99,4.69,68.0,Moderate
27.97,33.76,0.65,24.34,5.37,61.0,Moderate
40.82,60.26,1.01,29.18,3.79,68.0,Moderate
37.61,47.12,0.86,32.71,3.3,68.0,Moderate
40.82,47.48,0.72,39.49,3.13,73.0,Moderate
45.61,59.47,0.73,45.32,3.56,71.0,Moderate
44.08,56.18,0.78,34.43,3.39,78.0,Moderate
35.34,45.8,0.72,35.72,3.29,66.0,Moderate
37.45,56.98,0.76,23.12,4.64,59.0,Moderate
28.59,39.6,0.74,21.37,5.2,67.0,Moderate
24.58,28.98,0.69,15.06,5.92,57.0,Moderate
14.62,25.64,0.5,20.39,6.32,45.0,Good
16.63,25.53,0.55,18.88,6.4,37.0,Good
21.13,34.41,0.72,19.13,5.15,48.0,Good
36.7,57.77,0.64,31.07,4.0,61.0,Moderate
50.37,69.92,0.64,44.62,2.81,70.0,Moderate
63.1,73.83,0.64,45.09,1.72,108.0,Poor
47.21,53.76,0.64,50.73,2.56,91.0,Moderate
22.85,26.88,0.55,38.65,4.26,65.0,Moderate
30.38,40.05,0.63,38.32,3.59,63.0,Moderate
33.68,55.88,0.58,39.94,2.96,69.0,Moderate
36.58,56.89,0.75,38.75,4.85,73.0,Moderate
36.78,46.35,0.76,46.97,23.84836627716501,80.0,Moderate
30.23,41.54,0.78,38.29,23.84836627716501,66.0,Moderate
23.77,26.0,0.87,19.71,23.84836627716501,60.0,Moderate
20.89,24.61,0.73,30.83,23.84836627716501,64.0,Moderate
33.1,44.79,0.88,32.28,23.84836627716501,58.0,Moderate
41.65,48.33,0.98,21.65,23.84836627716501,68.0,Moderate
54.83,64.85,1.19,23.44,23.84836627716501,77.0,Moderate
40.64,47.08,1.22,17.93,8.48,66.0,Moderate
47.34,57.42,1.25,27.54,3.95,78.0,Moderate
61.83,64.64,1.1,33.82,0.86,86.0,Moderate
52.93,61.52,0.93,45.61,2.22,82.0,Moderate
45.62,51.92,0.9,44.86,23.84836627716501,84.0,Moderate
25.47,29.67,0.95,26.17,1.03,68.0,Moderate
44.69,55.01,0.69,28.94,3.12,60.0,Moderate
50.32,59.46,0.31,37.31,3.92,88.0,Moderate
29.87,37.2,0.05,44.05,7.94,74.0,Moderate
37.97,41.65,0.08,47.98,5.76,65.0,Moderate
46.3,59.72,0.21,46.41,7.98,87.0,Moderate
45.86,55.02,0.25,41.59,7.2,80.0,Moderate
35.43,43.42,0.24,32.52,6.48,69.0,Moderate
35.5,47.63,0.23,22.6,7.36,59.0,Moderate
30.71,43.01,0.3,18.95,10.82,55.0,Moderate
35.75,46.27,0.35,25.08,1.1,60.0,Moderate
37.35,42.38,0.27,25.41,3.32,67.0,Moderate
33.6,45.27,0.2,31.52,8.31,58.0,Moderate
26.73,38.02,0.15,31.11,13.99,55.0,Moderate
34.26,58.5,0.17,38.13,16.79,60.0,Moderate
45.82,57.87,0.3,46.19,23.84836627716501,77.0,Moderate
44.68,59.03,0.24,47.16,23.84836627716501,84.0,Moderate
36.16,48.06,0.22,39.7,23.84836627716501,72.0,Moderate
46.28,54.42,0.28,41.11,23.84836627716501,79.0,Moderate
56.33,62.29,0.28,45.14,23.84836627716501,84.0,Moderate
56.49,59.76,0.25,55.24,23.84836627716501,100.0,Moderate
45.78,47.38,0.16,64.71,23.84836627716501,90.0,Moderate
32.48,35.77,0.1,54.34,23.84836627716501,83.0,Moderate
31.88,36.05,0.16,43.32,23.84836627716501,83.0,Moderate
30.91,37.46,0.16,31.39,23.84836627716501,83.0,Moderate
21.93,24.0,0.11,33.78,23.84836627716501,70.0,Moderate
24.39,32.93,0.17,42.57,6.23,78.0,Moderate
31.25,44.99,0.16,56.58,9.22,75.0,Moderate
35.25,46.52,0.23,43.74,9.23,74.0,Moderate
42.81,50.62,0.3,25.75,4.73,61.0,Moderate
26.3,48.92,0.53,49.37,23.84836627716501,98.0,Moderate
26.64,50.08,0.4,54.09,23.84836627716501,89.0,Moderate
31.1,60.39,0.45,52.9,23.84836627716501,83.0,Moderate
58.52,106.0,0.35,57.03,23.84836627716501,87.0,Moderate
45.36,59.48,0.15,45.04,9.75,101.0,Poor
46.67,62.62,0.28,34.4,23.84836627716501,81.0,Moderate
43.84,56.9,0.42,36.77,2.29,78.0,Moderate
36.23,46.99,0.33,43.26,3.45,74.0,Moderate
33.16,38.77,0.28,49.97,3.34,70.0,Moderate
37.73,50.33,0.38,46.42,2.77,72.0,Moderate
37.27,50.48,0.49,39.16,23.84836627716501,72.0,Moderate
43.04,70.79,0.32,44.0,23.84836627716501,97.0,Moderate
42.24,56.3,0.27,47.42,18.73,103.0,Poor
38.17,50.14,0.2,51.15,20.81,78.0,Moderate
35.23,45.7,0.17,52.14,23.84836627716501,82.0,Moderate
27.46,34.34,0.09,47.2,23.84836627716501,67.0,Moderate
36.0,45.45,0.19,50.77,23.84836627716501,64.0,Moderate
32.89,48.87,0.39,48.39,1.59,69.0,Moderate
35.96,50.0,0.6,43.57,0.71,65.0,Moderate
46.63,58.56,0.61,57.01,23.84836627716501,84.0,Moderate
45.39,58.1,0.78,56.45,23.84836627716501,94.0,Moderate
55.39,66.71,0.8,76.76,23.84836627716501,120.0,Poor
44.6,50.0,0.68,72.29,23.84836627716501,119.0,Poor
35.46,47.76,0.68,60.73,23.84836627716501,101.0,Poor
40.44,53.49,0.72,60.89,23.84836627716501,100.0,Moderate
49.23,64.04,0.71,64.62,23.84836627716501,99.0,Moderate
47.22,54.3,0.55,45.79,0.25,85.0,Moderate
33.9,41.24,0.88,38.73,23.84836627716501,61.0,Moderate
41.89,44.26,0.92,57.68,23.84836627716501,74.0,Moderate
49.67,63.92,0.96,60.08,23.84836627716501,81.0,Moderate
43.19,80.52,1.02,59.67,23.84836627716501,91.0,Moderate
40.65,57.11,0.95,47.99,23.84836627716501,86.0,Moderate
39.84,54.32,0.83,63.33,23.84836627716501,83.0,Moderate
35.97,50.0,0.78,55.96,23.84836627716501,80.0,Moderate
42.85,52.95,0.93,57.21,23.84836627716501,80.0,Moderate
34.54,43.1,0.8,57.79,23.84836627716501,79.0,Moderate
37.11,50.99,0.83,62.12,23.84836627716501,84.0,Moderate
45.57,56.23,0.81,68.48,23.84836627716501,111.0,Poor
44.77,56.86,0.75,49.42,23.84836627716501,90.0,Moderate
45.66,56.92,0.72,31.66,23.84836627716501,77.0,Moderate
42.56,55.96,0.55,33.67,23.84836627716501,66.0,Moderate
30.07,38.68,0.54,37.6,23.84836627716501,75.0,Moderate
31.77,47.87,0.66,40.81,23.84836627716501,69.0,Moderate
28.76,46.77,0.75,42.77,23.84836627716501,70.0,Moderate
32.77,61.23,0.76,41.89,23.84836627716501,77.0,Moderate
36.04,60.17,0.8,39.75,23.84836627716501,79.0,Moderate
36.07,61.08,0.78,33.48,9.19,72.0,Moderate
32.11,54.18,0.69,40.81,23.84836627716501,74.0,Moderate
37.96,52.08,0.65,48.92,23.84836627716501,86.0,Moderate
35.78,72.29,0.73,36.31,9.38,79.0,Moderate
29.92,46.25,0.57,33.96,3.27,68.0,Moderate
29.96,44.05,0.73,40.21,23.84836627716501,66.0,Moderate
40.64,49.77,0.88,33.14,23.84836627716501,98.0,Moderate
44.99,60.23,0.8,36.49,23.84836627716501,81.0,Moderate
36.12,44.99,0.67,28.44,23.84836627716501,72.0,Moderate
25.82,25.23,0.85,33.07,23.84836627716501,77.0,Moderate
29.09,28.11,0.59,37.5,23.84836627716501,72.0,Moderate
22.71,25.19,0.56,31.9,23.84836627716501,84.0,Moderate
22.36,24.17,0.57,41.17,23.84836627716501,79.0,Moderate
14.86,15.9,0.51,21.17,23.84836627716501,73.0,Moderate
30.21,91.09,0.62,22.99,23.84836627716501,96.0,Moderate
33.51,36.69,0.65,23.33,23.84836627716501,94.0,Moderate
24.33,26.13,0.64,20.31,23.84836627716501,97.0,Moderate
28.44,30.88,0.64,20.91,23.84836627716501,94.0,Moderate
26.69,28.72,0.66,19.43,23.84836627716501,97.0,Moderate
23.63,24.78,0.67,19.79,23.84836627716501,93.0,Moderate
18.61,20.53,0.68,16.86,23.84836627716501,93.0,Moderate
18.04,20.53,0.69,17.59,23.84836627716501,94.0,Moderate
21.95,25.42,0.7,19.37,23.84836627716501,95.0,Moderate
18.13,21.56,0.73,22.63,23.84836627716501,85.0,Moderate
24.89,27.94,0.76,19.03,23.84836627716501,89.0,Moderate
23.39,27.13,0.75,23.64,1.6,76.0,Moderate
24.05,30.31,0.84,23.09,5.82,54.0,Moderate
21.5,25.17,0.85,23.81,23.84836627716501,49.0,Good
19.22,22.01,1.48,19.23,23.84836627716501,79.0,Moderate
25.32,28.63,1.46,17.1,1.82,77.0,Moderate
25.28,26.13,1.49,20.16,23.84836627716501,78.0,Moderate
29.15,32.01,1.53,20.58,23.84836627716501,80.0,Moderate
30.56,33.81,1.48,22.73,23.84836627716501,78.0,Moderate
23.97,26.28,1.42,27.27,23.84836627716501,75.0,Moderate
23.76,29.44,1.4,22.64,23.84836627716501,74.0,Moderate
26.23,30.39,1.42,18.95,23.84836627716501,74.0,Moderate
28.38,34.57,0.95,21.9,8.52,70.0,Moderate
23.91,28.45,0.08,16.71,11.92,47.0,Good
32.22,40.32,0.07,14.26,18.67,44.0,Good
67.47661343703459,118.45443537491555,2.3452669534931365,34.912885247265315,23.84836627716501,55.0,Moderate
18.02,24.7,0.89,23.26,4.5,49.0,Good
27.35,37.02,0.84,21.61,6.26,45.0,Good
19.54,24.5,0.86,25.1,6.39,44.0,Good
19.0,32.8,0.88,23.83,8.34,47.0,Good
16.73,19.83,0.95,27.28,9.03,48.0,Good
30.42,38.35,0.95,17.44,11.79,51.0,Moderate
25.23,36.65,0.92,18.08,8.13,48.0,Good
13.65,20.34,0.82,13.62,23.84836627716501,47.0,Good
20.53,38.43,0.95,15.52,0.23,49.0,Good
20.88,31.96,0.88,14.93,23.84836627716501,47.0,Good
24.92,36.79,0.9,17.48,0.79,46.0,Good
24.78,40.22,0.9,16.71,1.42,50.0,Good
29.83,45.61,0.94,15.53,23.84836627716501,50.0,Good
26.1,39.89,0.92,17.48,3.93,54.0,Moderate
16.62,24.31,0.97,21.05,23.84836627716501,50.0,Good
24.84,28.02,1.04,16.23,23.84836627716501,61.0,Moderate
11.86,15.18,0.97,17.97,23.84836627716501,63.0,Moderate
12.58,18.11,0.99,20.58,23.84836627716501,53.0,Moderate
12.65,26.92,0.99,17.53,23.84836627716501,51.0,Moderate
13.26,23.79,1.01,16.14,0.29,52.0,Moderate
11.31,17.23,1.0,13.24,1.52,52.0,Moderate
10.31,16.63,1.0,13.28,0.93,52.0,Moderate
12.59,18.89,1.02,14.03,1.49,53.0,Moderate
11.43,15.4,1.06,17.02,23.84836627716501,55.0,Moderate
18.21,33.68,0.8,20.68,3.17,54.0,Moderate
18.67,27.24,0.42,12.87,1.53,37.0,Good
19.26,26.95,0.43,11.1,1.8,35.0,Good
15.04,26.23,0.45,12.35,1.33,30.0,Good
13.03,19.84,0.49,12.38,1.37,32.0,Good
13.7,22.23,0.49,11.23,1.56,34.0,Good
9.79,12.42,0.49,11.52,1.33,27.0,Good
16.44,22.91,0.51,11.71,2.15,27.0,Good
13.99,20.29,0.51,13.0,1.72,28.0,Good
15.65,20.43,0.54,10.79,1.4,32.0,Good
17.2,22.74,0.53,11.0,2.12,34.0,Good
15.8,22.44,0.53,10.25,2.95,32.0,Good
15.52,19.75,0.52,11.98,2.4,29.0,Good
8.32,13.04,0.48,10.2,1.71,26.0,Good
16.23,22.09,0.54,12.13,1.52,28.0,Good
17.74,22.5,0.59,12.35,1.41,31.0,Good
19.89,24.88,0.61,11.72,1.94,38.0,Good
18.81,25.34,0.61,11.49,2.63,44.0,Good
12.81,18.31,0.59,11.68,2.45,45.0,Good
11.81,15.08,0.57,15.42,2.49,34.0,Good
14.04,16.03,0.57,11.45,2.63,32.0,Good
16.26,20.81,0.61,10.09,2.01,41.0,Good
14.21,15.69,0.59,13.85,1.72,33.0,Good
313.22,607.98,15.2,41.68,33.85,472.0,Severe
186.18,269.55,9.54,29.97,31.83,454.0,Severe
87.18,131.9,10.61,19.71,69.55,143.0,Poor
151.84,241.84,11.54,25.36,130.36,319.0,Severe
146.6,219.13,9.2,23.2,122.88,325.0,Severe
149.58,252.1,9.44,26.83,134.97,318.0,Severe
217.87,376.51,9.78,28.96,134.82,353.0,Severe
229.9,360.95,11.01,30.51,138.13,383.0,Severe
201.66,397.43,11.09,32.94,140.6,375.0,Severe
221.02,361.74,9.7,34.12,134.06,376.0,Severe
205.41,393.2,10.98,50.37,131.1,379.0,Severe
212.41,345.63,9.3,40.08,148.51,375.0,Severe
197.61,301.04,11.52,39.54,145.48,366.0,Severe
164.39,227.38,10.32,42.05,166.7,353.0,Severe
166.19,283.93,10.81,43.25,124.64,340.0,Severe
174.98,309.99,11.46,34.7,136.4,356.0,Severe
196.46,356.2,8.87,25.77,125.49,360.0,Severe
201.51,359.75,8.99,23.22,120.45,370.0,Severe
183.35,305.13,9.02,25.34,148.49,362.0,Severe
165.63,257.04,8.03,22.69,146.31,340.0,Severe
159.54,235.27,9.01,18.56,63.23,338.0,Severe
143.68,183.89,10.58,6.94,39.65,332.0,Severe
128.73,136.07,8.74,10.91,39.98,254.0,Very Poor
164.98,200.02,9.39,9.35,38.77,324.0,Severe
148.59,203.81,11.44,16.65,45.62,333.0,Severe
129.34,137.86,10.19,18.18,60.96,292.0,Very Poor
154.2,217.2,10.36,17.11,40.96,318.0,Severe
134.6,156.9,10.21,15.23,49.71,295.0,Very Poor
173.13,277.0,11.74,16.29,62.03,327.0,Severe
178.04,272.61,11.58,14.91,69.78,345.0,Severe
158.59,207.06,8.7,17.51,67.66,334.0,Severe
211.59,371.05,13.08,23.28,96.69,358.0,Severe
163.64,219.84,10.59,28.38,84.49,349.0,Severe
157.71,194.09,8.21,28.56,66.38,334.0,Severe
137.26,147.08,9.11,15.07,53.28,313.0,Severe
131.76,127.42,8.18,21.7,51.24,262.0,Very Poor
151.6,330.99,5.51,33.92,63.45,303.0,Severe
160.75,210.52,10.28,43.44,58.15,329.0,Severe
145.34,215.69,5.39,30.43,66.72,323.0,Severe
134.67,109.86,5.11,20.62,74.29,266.0,Very Poor
153.07,218.23,10.88,19.02,79.54,319.0,Severe
116.91,316.14,12.64,27.17,95.13,334.0,Severe
177.98,394.97,13.75,25.58,69.47,342.0,Severe
167.01,328.43,11.26,27.62,83.96,341.0,Severe
193.96,412.46,11.73,34.22,137.27,377.0,Severe
184.06,497.37,13.78,40.91,61.89,391.0,Severe
152.62,310.74,11.55,34.36,74.74,358.0,Severe
161.27,195.78,10.3,41.62,75.66,327.0,Severe
188.2,253.53,16.23,36.54,79.83,365.0,Severe
159.97,193.78,13.11,31.88,81.44,352.0,Severe
144.12,162.2,11.45,31.61,81.04,317.0,Severe
155.38,191.03,14.21,30.11,69.59,320.0,Severe
124.1,107.61,9.73,27.19,70.25,279.0,Very Poor
141.39,157.01,9.29,36.86,36.38,281.0,Very Poor
170.16,238.33,14.17,37.39,34.14,354.0,Severe
148.19,169.57,14.13,31.57,34.91,340.0,Severe
140.78,171.64,13.61,28.72,23.22,323.0,Severe
130.42,163.67,12.78,34.08,22.36,315.0,Severe
105.86,169.28,11.8,41.38,16.49,310.0,Severe
71.83,98.89,11.62,22.51,12.44,324.0,Severe
53.71,60.15,10.19,22.08,19.11,226.0,Very Poor
83.49,112.1,11.72,20.83,16.04,266.0,Very Poor
91.07,139.15,10.64,25.83,17.44,200.0,Poor
106.57,196.19,9.36,32.88,28.86,275.0,Very Poor
101.75,163.14,10.55,33.67,32.04,322.0,Severe
77.57,90.54,9.48,23.09,16.83,216.0,Very Poor
63.24,80.2,8.19,20.71,16.12,108.0,Poor
76.62,117.38,9.02,22.85,15.2,197.0,Poor
86.7,150.92,7.98,25.87,18.88,238.0,Very Poor
104.29,176.2,10.76,29.62,29.48,274.0,Very Poor
115.93,203.75,11.3,35.05,30.72,315.0,Severe
108.66,173.89,10.23,34.05,23.31,307.0,Severe
67.94,105.29,9.18,23.39,29.21,208.0,Very Poor
38.89,46.68,8.23,22.0,30.59,165.0,Poor
45.39,74.14,7.87,25.55,33.16,188.0,Poor
55.55,104.33,10.45,23.11,39.8,217.0,Very Poor
50.59,95.56,7.83,27.5,39.16,191.0,Poor
69.51,136.67,7.89,27.07,36.77,240.0,Very Poor
96.62,168.0,9.59,29.01,35.07,229.0,Very Poor
96.28,172.91,8.82,25.97,32.01,248.0,Very Poor
72.2,122.12,8.5,25.48,32.52,204.0,Very Poor
78.47,131.42,8.6,27.1,32.13,271.0,Very Poor
91.87,179.36,10.1,34.78,31.79,290.0,Very Poor
107.26,201.08,11.69,45.78,27.92,340.0,Severe
109.78,217.9,12.67,40.0,28.0,358.0,Severe
62.27,117.81,9.29,31.08,27.34,287.0,Very Poor
102.22,212.96,10.47,40.23,32.82,323.0,Severe
104.36,202.01,14.42,32.84,37.35,360.0,Severe
44.19,57.0,9.58,26.81,28.77,268.0,Very Poor
55.66,78.64,9.56,34.15,30.62,283.0,Very Poor
112.86,167.6,10.15,38.45,36.05,309.0,Severe
78.51,112.78,6.72,35.54,31.04,249.0,Very Poor
66.52,76.05,8.24,24.85,35.48,245.0,Very Poor
62.56,86.11,5.52,27.98,28.46,229.0,Very Poor
78.61,145.1,7.97,40.79,32.3,234.0,Very Poor
119.7,195.47,11.01,30.32,44.66,343.0,Severe
66.09,95.81,7.29,43.23,29.78,262.0,Very Poor
95.34,120.2,9.28,61.68,24.84,308.0,Severe
63.57,148.17,6.57,35.18,30.04,293.0,Very Poor
96.56,203.67,4.63,59.88,30.32,290.0,Very Poor
131.39,234.65,5.84,73.72,34.01,375.0,Severe
75.35,91.73,7.73,49.21,28.79,293.0,Very Poor
86.49,116.62,3.67,62.52,38.86,247.0,Very Poor
77.07,132.68,6.85,55.44,36.68,232.0,Very Poor
98.79,161.43,11.65,31.14,34.8,316.0,Severe
81.81,164.56,5.94,59.29,37.84,295.0,Very Poor
65.78,180.67,7.38,54.47,30.04,246.0,Very Poor
119.82,268.65,8.21,65.72,28.99,378.0,Severe
125.53,308.82,8.84,65.08,34.39,406.0,Severe
121.51,336.63,6.75,87.04,33.63,392.0,Severe
114.5,327.81,6.84,74.49,30.3,391.0,Severe
101.83,279.41,7.36,69.41,24.36,368.0,Severe
118.57,273.68,6.58,76.14,29.32,365.0,Severe
143.22,313.53,6.42,89.42,36.5,383.0,Severe
106.76,318.88,6.75,93.54,37.0,367.0,Severe
65.36,160.3,8.44,77.43,32.83,334.0,Severe
67.08,174.5,4.76,70.74,32.27,258.0,Very Poor
81.37,141.25,4.67,70.42,29.46,234.0,Very Poor
63.76,131.56,7.16,61.86,29.93,257.0,Very Poor
60.56,171.42,7.33,60.18,29.08,259.0,Very Poor
76.1,192.81,7.63,53.16,26.55,279.0,Very Poor
72.66,206.1,9.46,43.06,26.99,312.0,Severe
121.94,334.02,11.95,41.71,35.46,372.0,Severe
108.98,326.71,8.08,37.7,31.33,387.0,Severe
145.99,366.85,6.65,50.27,35.82,408.0,Severe
171.33,346.98,7.1,92.66,39.27,398.0,Severe
117.76,343.12,9.64,75.6,35.52,403.0,Severe
90.66,305.38,6.65,74.84,30.52,361.0,Severe
106.4,285.38,9.35,76.38,34.25,378.0,Severe
101.21,283.47,10.6,67.97,31.32,381.0,Severe
97.57,336.82,8.79,87.93,36.11,388.0,Severe
96.34,293.26,6.27,83.43,52.21,346.0,Severe
83.42,174.52,8.14,55.62,56.95,328.0,Severe
78.06,196.08,7.24,57.1,47.74,291.0,Very Poor
97.87,240.34,10.81,77.87,44.08,396.0,Severe
77.52,186.28,6.17,73.24,41.94,297.0,Very Poor
97.16,188.39,8.4,70.29,43.23,345.0,Severe
66.85,172.35,7.46,79.02,40.95,296.0,Very Poor
89.85,240.31,8.04,79.55,40.32,319.0,Severe
67.41,176.25,6.11,57.17,42.24,282.0,Very Poor
75.54,335.13,8.25,42.61,56.95,352.0,Severe
67.91,235.99,8.32,64.34,45.91,338.0,Severe
69.02,313.73,7.06,66.63,36.5,321.0,Severe
79.1,251.52,8.56,60.08,37.22,295.0,Very Poor
117.27,340.66,7.66,95.72,40.26,344.0,Severe
96.09,311.08,5.25,79.4,33.51,337.0,Severe
84.71,231.35,8.54,80.71,29.05,355.0,Severe
182.76,436.17,6.89,83.33,35.74,371.0,Severe
106.61,275.6,8.48,76.1,41.74,414.0,Severe
92.68,239.12,7.59,69.95,40.66,366.0,Severe
73.62,236.8,7.12,87.47,36.27,346.0,Severe
49.42,175.39,5.03,72.89,35.12,289.0,Very Poor
52.51,117.86,6.67,56.2,46.09,297.0,Very Poor
65.28,137.7,4.98,41.92,54.47,268.0,Very Poor
85.45,170.55,3.83,63.0,57.58,259.0,Very Poor
83.02,241.67,11.36,52.03,75.0,327.0,Severe
44.54,119.29,11.94,37.09,71.88,384.0,Severe
85.03,186.2,3.51,88.63,46.57,299.0,Very Poor
137.7,269.3,1.56,86.2,50.63,282.0,Very Poor
136.05,393.7,1.38,58.0,46.56,442.0,Severe
63.77,166.31,2.58,56.84,43.33,309.0,Severe
115.57,259.73,1.24,138.5,35.31,270.0,Very Poor
83.29,180.06,1.19,68.6,40.11,239.0,Very Poor
73.7,158.24,1.36,53.02,41.36,214.0,Very Poor
74.56,121.44,1.35,60.88,56.02,166.0,Poor
106.11,206.42,1.62,86.86,60.68,234.0,Very Poor
132.21,282.05,1.73,82.42,59.1,331.0,Severe
123.56,271.79,1.57,74.01,55.88,327.0,Severe
132.21,268.84,1.82,87.24,59.55,313.0,Severe
110.65,216.46,1.38,76.58,55.65,284.0,Very Poor
80.31,160.22,1.29,69.37,48.06,239.0,Very Poor
59.73,82.7,1.59,52.78,66.21,149.0,Poor
85.4,139.2,1.34,59.49,50.28,172.0,Poor
101.99,152.18,1.41,77.04,51.94,226.0,Very Poor
126.07,214.45,1.37,83.13,62.47,261.0,Very Poor
37.59,62.38,1.25,46.7,50.86,188.0,Poor
76.0,182.48,1.04,60.99,45.56,192.0,Poor
69.46,195.2,1.01,53.19,42.36,207.0,Very Poor
79.84,214.78,1.13,58.34,41.99,219.0,Very Poor
48.5,96.78,1.07,52.21,43.97,193.0,Poor
53.79,109.92,1.05,58.33,41.11,170.0,Poor
57.99,135.43,1.06,61.42,40.5,185.0,Poor
67.12,175.9,1.12,61.7,39.09,220.0,Very Poor
65.25,219.31,0.99,59.66,37.32,225.0,Very Poor
88.75,212.16,0.98,56.61,61.61,250.0,Very Poor
135.92,435.2,1.17,58.36,64.99,282.0,Very Poor
60.27,143.86,1.1,58.07,38.68,298.0,Very Poor
52.2,78.64,1.34,53.72,42.09,175.0,Poor
67.92,127.38,1.17,53.94,42.84,217.0,Very Poor
65.95,128.93,1.4,42.58,48.61,234.0,Very Poor
47.68,95.1,1.26,35.79,53.64,188.0,Poor
29.08,41.31,7.23,54.03,42.6,253.0,Very Poor
32.29,34.16,1.27,40.41,48.01,198.0,Poor
36.68,54.36,1.3,37.7,41.83,148.0,Poor
44.48,112.83,1.3,46.71,49.32,141.0,Poor
63.79,243.97,1.07,52.2,44.18,218.0,Very Poor
77.2,244.69,1.02,72.44,31.83,268.0,Very Poor
77.99,148.95,1.88,61.43,40.17,232.0,Very Poor
71.11,148.87,1.84,56.32,42.26,204.0,Very Poor
67.39,144.11,1.28,59.05,42.68,220.0,Very Poor
49.58,83.22,1.24,61.55,41.37,223.0,Very Poor
40.97,78.76,1.14,46.98,38.36,218.0,Very Poor
38.97,85.89,2.73,44.49,36.49,165.0,Poor
34.02,81.25,2.42,49.72,33.95,155.0,Poor
46.13,94.49,0.98,47.11,37.38,154.0,Poor
46.01,97.0,1.0,45.9,37.05,184.0,Poor
29.81,86.01,0.81,40.73,33.05,150.0,Poor
22.82,53.28,0.83,36.65,30.92,125.0,Poor
24.69,51.98,0.74,38.49,28.99,160.0,Poor
29.04,56.7,0.66,35.89,28.56,142.0,Poor
25.76,47.91,1.2,26.26,29.31,181.0,Poor
37.85,122.18,1.6,36.57,25.17,196.0,Poor
41.32,126.33,1.08,41.27,23.1,181.0,Poor
47.81,123.24,0.82,46.38,24.2,213.0,Very Poor
56.02,154.28,0.78,45.97,30.76,175.0,Poor
54.46,136.88,1.21,56.88,31.77,184.0,Poor
59.13,117.08,1.67,54.66,37.94,228.0,Very Poor
65.47,126.56,1.17,60.57,37.79,214.0,Very Poor
64.58,154.92,1.75,68.17,39.64,254.0,Very Poor
70.05,149.92,2.26,62.76,43.18,258.0,Very Poor
55.51,105.17,1.24,45.4,36.5,244.0,Very Poor
82.27,140.54,1.43,61.52,35.68,209.0,Very Poor
77.04,137.74,2.11,62.67,41.69,283.0,Very Poor
52.45,87.66,1.3,55.37,39.85,223.0,Very Poor
61.66,116.55,1.16,80.63,39.16,205.0,Very Poor
65.67,159.75,1.52,69.27,38.58,252.0,Very Poor
51.4,91.81,0.94,44.93,33.42,198.0,Poor
55.71,93.33,1.06,44.79,33.29,197.0,Poor
61.84,134.2,1.09,45.05,29.73,184.0,Poor
60.65,126.2,1.02,48.86,32.71,197.0,Poor
34.42,124.17,0.87,38.86,25.85,140.0,Poor
40.83,210.86,0.78,42.13,20.57,232.0,Very Poor
50.97,214.05,1.12,57.47,21.67,271.0,Very Poor
46.74,149.06,0.9,52.48,28.2,207.0,Very Poor
44.67,138.12,0.78,33.94,33.25,127.0,Poor
37.39,108.4,0.97,38.73,38.16,123.0,Poor
52.06,222.39,0.93,44.9,36.07,175.0,Poor
57.52,236.94,1.08,40.43,31.88,245.0,Very Poor
61.47,237.68,1.35,56.61,25.74,248.0,Very Poor
77.76,206.22,1.64,64.07,32.56,247.0,Very Poor
68.53,260.48,1.09,65.56,31.16,292.0,Very Poor
57.85,230.76,1.11,62.61,28.16,266.0,Very Poor
51.67,220.14,0.96,60.73,23.0,288.0,Very Poor
73.78,230.34,1.28,61.33,18.96,210.0,Very Poor
97.63,318.24,1.14,72.47,18.6,298.0,Very Poor
99.5,278.36,1.17,72.94,17.86,315.0,Severe
97.31,284.54,1.36,71.5,23.02,368.0,Severe
76.43,201.89,1.38,56.59,26.99,266.0,Very Poor
61.69,168.63,1.19,49.32,23.17,174.0,Poor
55.19,179.42,1.04,52.24,23.76,199.0,Poor
63.79,219.51,1.07,61.95,27.35,217.0,Very Poor
58.48,195.05,1.02,68.21,22.77,238.0,Very Poor
60.29,184.78,1.06,68.49,24.07,230.0,Very Poor
67.35,181.99,1.13,68.81,34.81,218.0,Very Poor
87.55,178.57,1.22,69.36,46.05,226.0,Very Poor
84.57,171.76,1.21,64.05,51.19,202.0,Very Poor
111.58,236.34,1.51,79.29,43.99,274.0,Very Poor
108.78,217.16,1.37,75.63,46.66,289.0,Very Poor
91.18,190.99,1.15,69.61,49.72,235.0,Very Poor
104.85,250.21,1.4,85.86,48.13,285.0,Very Poor
56.19,129.11,1.22,48.8,40.48,209.0,Very Poor
67.62,125.24,1.14,51.78,47.21,132.0,Poor
64.38,141.89,1.1,58.49,39.93,179.0,Poor
45.65,109.7,1.16,48.02,27.96,136.0,Poor
35.75,70.38,0.95,39.83,23.06,104.0,Poor
34.89,101.42,0.98,37.26,18.66,95.0,Moderate
63.06,187.9,1.21,48.78,18.24,175.0,Poor
82.39,222.71,1.5,53.1,22.95,290.0,Very Poor
88.08,254.8,1.63,54.87,29.98,282.0,Very Poor
89.75,252.06,1.49,68.69,30.43,298.0,Very Poor
69.57,190.18,1.25,53.82,26.35,240.0,Very Poor
68.34,172.35,1.16,54.68,25.2,188.0,Poor
61.08,155.26,1.1,52.91,21.93,187.0,Poor
85.7,205.18,1.49,60.57,22.52,230.0,Very Poor
